Title,Journal,Publication Date,PubMed ID,Abstract
Case report: Prader-Willi syndrome and inflammatory arthritis-An important consideration.,Frontiers in pediatrics,2023,37009284,"BACKGROUND: Prader-Willi syndrome (PWS) is a multisystemic genetically determined disorder. Musculoskeletal manifestations are common in most patients. We report the cases of two children with PWS who developed inflammatory arthritis, complicated with chronic anterior bilateral uveitis in one case. To our knowledge, no previous reports of such an association exist. CASE PRESENTATION: Case 1 was of a 3-year-old girl diagnosed with PWS who developed arthritis of the right knee with morning stiffness, joint swelling, and limited range of motion. Other causes of arthritis were ruled out. Increased inflammatory markers, antinuclear antibody (ANA) positivity, and hypertrophic synovitis on ultrasound confirmed the diagnosis of inflammatory arthritis compatible with juvenile idiopathic arthritis (JIA). Despite the treatment with methotrexate, arthritis progressed, and etanercept was added. The patient reached and maintained articular remission while on combined MTX and etanercept treatment during 9 years of follow-up. Case 2 was of a 6-year-old boy diagnosed with PWS who developed arthritis of the right knee. Laboratory investigations showed mildly increased acute phase reactants, microcytic anemia, and ANA positivity at high titer (titer 1:1,280). Infectious and other causes of arthritis were excluded. Ultrasound confirmed the presence of joint effusion and synovial thickening, and synovial fluid analysis was consistent with inflammatory arthrosynovitis (white blood cell count of 14,200/microl) compatible with JIA. Shortly after the diagnosis, the ophthalmologic evaluation revealed the presence of bilateral anterior uveitis. Despite MTX and topical corticosteroid, ocular inflammation persisted and adalimumab was added. At the last follow-up, 9 months later, the child experienced inactivity of arthritis and uveitis with normal growth. CONCLUSIONS: We aim to raise awareness of this possible association among pediatricians since arthritis might be underestimated due to high pain tolerance, behavioral disturbances, and other musculoskeletal abnormalities in PWS patients."
Optical Coherence Tomography Angiography: Clinical Utility and Future Directions.,Journal of vitreoretinal diseases,2022 May-Jun,37008547,"PURPOSE: This work aims to review the principles of optical coherence tomography angiography (OCTA), to survey its clinical utility, and to highlight the strengths of this technology as well as barriers to adoption. METHODS: A literature review with editorial discussion of the current applications for OCTA is presented. RESULTS: There have been recent advances in multiple domains in OCTA imaging, including devices, algorithms, and new observations pertaining to a range of pathologies. New devices have improved the scanning speed, signal-to-noise ratio, and spatial resolution and offer an increased field of view. New algorithms have been proposed to optimize image processing and reduce artifacts. Numerous studies employing OCTA have been published describing changes to the microvasculature in diabetic retinopathy, age-related macular degeneration, central serous chorioretinopathy, retinal vein occlusion, and uveitis. CONCLUSIONS: OCTA provides noninvasive, high-resolution volumetric scans of the retinal and choroidal vasculature. OCTA can provide valuable data to augment traditional dye-based angiography in a range of chorioretinal diseases."
Intravitreal Nesvacumab (Anti-Angiopoietin-2) Plus Aflibercept in Neovascular AMD: Phase 2 ONYX Randomized Trial.,Journal of vitreoretinal diseases,2023 Jan-Feb,37008402,"PURPOSE: To compare intravitreal nesvacumab (anti-angiopoietin-2) + aflibercept vs intravitreal aflibercept injection (IAI) in neovascular age-related macular degeneration (nAMD). METHODS: Eyes were randomized (1:2:3) to nesvacumab 3 mg + aflibercept 2 mg (LD combo), nesvacumab 6 mg + aflibercept 2 mg (HD combo), or IAI 2 mg at baseline, week 4, and week 8. The LD combo was continued every 8 weeks (q8w). At week 12, the HD combo was re-randomized to q8w or every 12 weeks (q12w) and IAI was re-randomized to q8w, q12w, or HD combo q8w through week 32. RESULTS: The study comprised 365 eyes. At week 12, the mean best-corrected visual acuity (BCVA) gains from baseline were similar in the LD combo group, HD combo group, and IAI group (5.2 letters, 5.6 letters, and 5.4 letters, respectively); the mean central subfield thickness (CST) reductions were similar (182.2 microm, 200.0 microm, and 178.6 microm, respectively). The mean changes in BCVA and CST through week 36 were similar across groups. At week 12, complete retinal fluid resolution was observed in 49.1% (LD combo), 50.8% (HD combo), and 43.6% (IAI) of eyes; the proportions with a CST of 300 mum or less were similar across groups. Numerical trends at week 32 toward complete retinal fluid resolution with combination treatment were not maintained at week 36. Serious ocular adverse events were infrequent and comparable across groups. CONCLUSIONS: In nAMD, nesvacumab + aflibercept showed no additional BCVA or CST benefit over IAI monotherapy."
Clinical Outcomes of Combined Phacoemulsification With Intraocular Lens Placement and Microincision Vitrectomy in Adult Vitreoretinal Disease.,Journal of vitreoretinal diseases,2023 Jan-Feb,37008401,"PURPOSE: To evaluate the safety and clinical outcomes of combined phacoemulsification with intraocular lens (IOL) placement and microincision vitrectomy surgery (MIVS) in adult patients with concomitant cataract and vitreoretinal disease. METHODS: A consecutive series of patients with comorbid vitreoretinal disease and cataract who had combined phacoemulsification with IOL placement and MIVS was retrospectively analyzed. The main outcome measures were visual acuity (VA) and intraoperative and postoperative complications. RESULTS: The analysis comprised 648 eyes of 611 patients. The median follow-up was 26.9 months (range, 12-60 months). The most common vitreoretinal pathology was intraocular tumor (53%). The best-corrected Snellen VA improved from 20/192 at baseline to 20/46 at the 12-month follow-up. The most frequent intraoperative complication was capsule tear (3.9%). The most common postoperative adverse events after 3 months of follow-up (mean, 24 months) were vitreous hemorrhage (3.2%) and retinal detachment (1.8%). No patient developed endophthalmitis. CONCLUSIONS: Combined phacoemulsification with IOL placement and MIVS is a safe, effective technique to manage a broad range of vitreoretinal diseases in patients with significant cataract."
Upregulation of C-X-C motif chemokine 12 in the spinal cord alleviated the symptoms of experimental autoimmune encephalomyelitis in Lewis rats.,Frontiers in neuroscience,2023,37008218,"BACKGROUND: C-X-C motif chemokine 12 (CXCL12) is a chemokine that performs many functions. Studies have shown that CXCL12 can aggravate inflammatory symptoms in the central nervous system (CNS). Evidence also indicates that CXCL12 can promote the repair of myelin sheaths in the CNS in experimental autoimmune encephalomyelitis (EAE). Here, we investigated the function of CXCL12 in CNS inflammation by upregulating CXCL12 in the spinal cord and subsequently inducing EAE. MATERIALS AND METHODS: CXCL12 upregulation in the spinal cords of Lewis rats was induced by the injection of adeno-associated virus 9 (AAV9)/eGFP-P2A-CXCL12 after intrathecal catheter implantation. Twenty-one days after AAV injection, EAE was induced and clinical score was collected; Immunofluorescence staining, WB and LFB-PAS staining were used to evaluate the effect of CXCL12 upregulation. In the in vitro study, oligodendrocyte precursor cells (OPCs) were harvested, cultured with CXCL12 and AMD3100, and subjected to immunofluorescence staining for functional assessment. RESULTS: CXCL12 was upregulated in the lumbar enlargement of the spinal cord by AAV injection. In each stage of EAE, upregulation of CXCL12 significantly alleviated clinical scores by inhibiting leukocyte infiltration and promoting remyelination. In contrast, the addition of AMD3100, which is a CXCR4 antagonist, inhibited the effect of CXCL12. In vitro, 10 ng/ml CXCL12 promoted the differentiation of OPCs into oligodendrocytes. CONCLUSION: AAV-mediated upregulation of CXCL12 in the CNS can alleviate the clinical signs and symptoms of EAE and significantly decrease the infiltration of leukocytes in the peak stage of EAE. CXCL12 can promote the maturation and differentiation of OPCs into oligodendrocytes in vitro. These data indicate that CXCL12 effectively promotes remyelination in the spinal cord and decreases the signs and symptoms of EAE."
Correlation of Change in Macular Thickness With Change in Visual Acuity in Diabetic Macular Edema: Post Hoc Analysis of VISTA and VIVID Trials.,Journal of vitreoretinal diseases,2022 Jul-Aug,37007927,"Purpose: To assess the correlation between the change in central subfield thickness (CST) and change in best-corrected visual acuity (BCVA) in eyes with diabetic macular edema (DME) treated with fixed-dosing intravitreal aflibercept injection (IAI). Methods: This post hoc analysis of the VISTA and VIVID randomized controlled clinical trials, in which 862 eyes with central-involved DME were randomly assigned to IAI 2 mg every 4 weeks (2q4; 290 eyes), IAI 2 mg every 8 weeks after 5 initial monthly doses (2q8; 286 eyes), or macular laser (286 eyes) and followed through 100 weeks. Correlations between the change in CST and change in BCVA from baseline to weeks 12, 52, and 100 were assessed using the Pearson correlation. Results: The respective correlations (r [95% CI]) at weeks 12, 52, and 100 were -0.39 (-0.49 to -0.29), -0.27 (-0.38 to -0.15), and -0.30 (-0.41 to -0.17) in the 2q4 arm and -0.28 (-0.39 to -0.17), -0.29 (-0.41 to -0.17), and -0.33 (-0.44 to -0.20) in the 2q8 arm. Linear regression analysis of the correlation at week 100, adjusted for relevant baseline factors, showed CST changes accounted for 17% of the variance in BCVA changes; every 100-microm decrease in CST was associated with a 1.2-letter increase in BCVA (P = .001). Conclusions: Correlations between the change in CST and change in BCVA after 2q4 or 2q8 fixed-dosing IAI for DME were modest. Although a change in CST might be important in determining the need for antivascular endothelial growth factor for DME at follow-up, it was not a good surrogate for VA outcomes."
Opportunity Cost of Retinal Detachment Surgery vs Office-Based Patient Care.,Journal of vitreoretinal diseases,2022 Jul-Aug,37007922,"Purpose: This work compares physician reimbursements for retinal detachment (RD) surgery with office-based patient care. Methods: A theoretical model was constructed from the physician's perspective for performing a 90-minute uncomplicated RD surgery with its associated perioperative work in the global period (Current Procedural Terminology code 67108) compared with managing 40 patients per 8-hour clinic day in the equivalent time period. The reimbursement rates were based on the 2019 values set by the US Centers for Medicare and Medicaid Services (CMS). Sensitivity analyses were performed varying the perioperative times, clinical productivity, and postoperative visits. Results: The CMS physician reimbursement rate for 67108 surgery was 17.13 work relative value units (wRVUs); meanwhile, the physician in the reference case could have generated 40.89 wRVUs in the office. CMS reimbursement therefore represented a 58% opportunity cost relative to lost office productivity for the physician. A significant disparity was still present even when modeling 30 patients per day. In sensitivity analyses, clinical productivity exceeded surgical compensation in 99% of modeled scenarios. In threshold analyses, the surgeon in the reference case would have to complete the surgery and all immediate perioperative care within 18 minutes to equal the total CMS valuation. Conclusions: CMS reimbursement for RD surgery resulted in a significant opportunity cost for the physician relative to office-based patient care, which was more pronounced for more efficient clinicians in the office. The sensitivity analyses supported the robustness of the model. Reductions in surgery reimbursements relative to office-based patient care might disincentivize busy clinicians."
Characteristics of eye-related emergency visits and triage differences by nurses and ophthalmologists: Perspective from a single eye center in southern China.,Frontiers in medicine,2023,37007786,"PURPOSE: To describe characteristics of eye-related emergency department (ED) visits and investigate differences in priorities assigned to patients by triage nurses and ophthalmologists. METHODS: A prospective survey was conducted at the ED of Zhongshan Ophthalmic Center from January 1, 2021, to May 31, 2021. Clinical data from patients with acute ophthalmic conditions lasting less than 7 days were collected via a standard questionnaire and the urgency levels assigned by nurses and physicians were also recorded. Binary logistic regression was performed to identify characteristics associated with truly emergency conditions and up- or down-triage. RESULTS: A total of 1907 patients were enrolled, with 582 (30.5%) classified as ""non-emergency."" Red eye (69.7%), eye pain (53.0%), ocular trauma (44.1%), tearing (43.6%), and blurred vision (43.1%) were the most common complaints. Truly emergency tended to be male (OR 2.019, p < 0.001) and with unilateral eye involvement (OR 2.992, p < 0.001). Nurses prioritized conjunctival, scleral, closed ocular trauma and eyelid diseases over doctors while giving less priority to open ocular trauma, cornea, uveitis, and vitreoretinal diseases (p < 0.05). Overemphasis on mild blurred vision (OR 3.718, p = 0.001) and insufficient understanding of conjunctival diseases without red eye (OR 0.254, p = 0.001) were associated with conjunctival disease ""up-triage."" Insufficient awareness of moderate and severe blurred vision was associated with ""down-triage"" for ocular trauma (OR 3.475, p = 0.001 and OR 2.422, p = 0.020, respectively). CONCLUSION: Ophthalmic EDs are typically flooded with patients suffering from acute ocular problems, with a considerable portion for non-emergency conditions. The identification of characteristics associated with truly emergency cases and nurses' triage preferences is valuable in providing target guidance for future ED practice and facilitating the proper allocation of emergency resources."
The impact of the image conversion factor and image centration on retinal vessel geometric characteristics.,Frontiers in medicine,2023,37007779,"BACKGROUND: This study aims to use fundus image material from a long-term retinopathy follow-up study to identify problems created by changing imaging modalities or imaging settings (e.g., image centering, resolution, viewing angle, illumination wavelength). Investigating the relationship of image conversion factor and imaging centering on retinal vessel geometric characteristics (RVGC), offers solutions for longitudinal retinal vessel analysis for data obtained in clinical routine. METHODS: Retinal vessel geometric characteristics were analyzed in scanned fundus photographs with Singapore-I-Vessel-Assessment using a constant image conversion factor (ICF) and an individual ICF, applying them to macula centered (MC) and optic disk centered (ODC) images. The ICF is used to convert pixel measurements into mum for vessel diameter measurements and to establish the size of the measuring zone. Calculating a constant ICF, the width of all analyzed optic disks is included, and it is used for all images of a cohort. An individual ICF, in turn, uses the optic disk diameter of the eye analyzed. To investigate agreement, Bland-Altman mean difference was calculated between ODC images analyzed with individual and constant ICF and between MC and ODC images. RESULTS: With constant ICF (n = 104 eyes of 52 patients) the mean central retinal equivalent was 160.9 +/- 17.08 mum for arteries (CRAE) and 208.7 +/- 14.7.4 mum for veins (CRVE). The individual ICFs resulted in a mean CRAE of 163.3 +/- 15.6 mum and a mean CRVE of 219.0 +/- 22.3 mum. On Bland-Altman analysis, the individual ICF RVGC are more positive, resulting in a positive mean difference for most investigated parameters. Arteriovenous ratio (p = 0.86), simple tortuosity (p = 0.08), and fractal dimension (p = 0.80) agreed well between MC and ODC images, while the vessel diameters were significantly smaller in MC images (p < 0.002). CONCLUSION: Scanned images can be analyzed using vessel assessment software. Investigations of individual ICF versus constant ICF point out the asset of utilizing an individual ICF. Image settings (ODC vs. MC) were shown to have good agreement."
No Strong Association between the Apolipoprotein E E4 Allele and Glaucoma: A Multicohort Study.,Ophthalmology science,2023 Sep,37007646,"PURPOSE: To elucidate a potential association between the apolipoprotein E (APOE) E4 allele and glaucoma prevalence in large cohorts. DESIGN: A cross-sectional analysis of baseline and prospectively collected cohort data. PARTICIPANTS: UK Biobank (UKBB) participants of genetically determined European ancestry (n = 438 711). Replication analyses were performed using clinical and genotyping data collected from European participants recruited to the Canadian Longitudinal Study of Aging (CLSA; n = 18 199), the Australian and New Zealand Registry of Advanced Glaucoma (ANZRAG; n = 1970), and the Blue Mountains Eye Study (BMES; n = 2440). METHODS: Apolipoprotein E alleles and genotypes were determined, and their distributions were compared on the basis of glaucoma status. Similar analyses were performed using positive control outcomes associated with the APOE E4 allele (death, dementia, age-related macular degeneration) and negative control outcomes not associated with the APOE E4 allele (cataract, diabetic eye disease). Outcome phenotypes were also correlated with Alzheimer's dementia (AD), a clinical outcome highly associated with the APOE E4 allele. MAIN OUTCOME MEASURES: Results of APOE E4 genotype-phenotype comparisons were reported as odds ratios (ORs) with 95% confidence intervals (CIs). Replication analyses investigated APOE E4 associations in 2 replication cohorts (CLSA and ANZRAG/BMES). RESULTS: The APOE E4 allele was inversely associated with glaucoma (OR, 0.96; 95% CI, 0.93-0.99; P = 0.016) and both negative controls (cataract: OR, 0.98; 95% CI, 0.96-0.99; P = 0.015; diabetic eye disease: OR, 0.92; 95% CI, 0.87-0.97; P = 0.003) in the UKBB cohort. A paradoxical positive association was observed between AD and both glaucoma (OR, 1.30; 95% CI, 1.08-1.54; P < 0.01) and cataract (OR, 1.15; 1.04-1.28; P = 0.018). No association between the APOE E4 allele and glaucoma was observed in either replication cohort (CLSA: OR, 1.03; 95% CI, 0.89-1.19; P = 0.66; ANZRAG/BMES: OR, 0.97; 95% CI, 0.84-1.12; P = 0.65). CONCLUSIONS: A small negative association observed between APOE E4 and glaucoma within the UKBB was not evident in either replication cohort and may represent an artifact of glaucoma underdiagnosis in APOE E4 carriers. FINANCIAL DISCLOSURES: The author(s) have no proprietary or commercial interest in any materials discussed in this article."
Clinical and multimodal imaging characteristics of eyes with Vogt-Koyanagi-Harada disease: An Egyptian experience.,Oman journal of ophthalmology,2023 Jan-Apr,37007255,"BACKGROUND: Vogt-Koyanagi-Harada (VKH) disease is a vision-threatening inflammatory disorder that is challenging in diagnosis and management. METHODS: Retrospective, record-based analysis of 54 eyes belonging to 27 adult patients that fulfilled the revised diagnostic criteria for VKH between January 2018 and January 2021. Demographic, clinical, and imaging data on presentation and during follow-up visits were collected for each patient. Available imaging studies included B-scan ultrasonography (B-scan US), spectral domain optical coherence tomography (OCT), fundus fluorescein angiography (FFA), and OCT angiography (OCT-A). RESULTS: The female-to-male ratio was 2.38:1. Nineteen patients (70.37%) presented during an initial attack, while eight patients (29.63%) presented during recurrence. The most commonly presenting sign in the posterior segment was exudative retinal detachment (44 eyes, 81.48%). B-scan US was utilized in 4 eyes (7.41%), OCT was utilized in 48 eyes (88.89%) with the most common finding being subretinal fluid (43 eyes, 89.58%), FFA was performed in 39 eyes (72.22%) with the most common finding being punctate hyperfluorescence and late dye pooling (33 eyes, 84.62%), and OCT-A was performed in 30 eyes (55.56%), in which choriocapillaris flow deficit that correlated with disease activity was detectable in 25 eyes (83.33%). Improved visual acuity was noted in 85% of the eyes that were followed up. CONCLUSION: Early diagnosis and treatment of VKH result in favorable visual outcome. Multimodal imaging, with the recent addition of OCT-A, provides complementary data that could serve in diagnosis and monitoring."
Optic neuritis presented as the only manifestation of neurosyphilis.,Oman journal of ophthalmology,2023 Jan-Apr,37007240,"Here, we report a case of syphilis presented with optic neuritis to consider neurosyphilis as one of the differential diagnoses of optic neuritis. A 25-year-old male attended at outpatient department of chittagong eye infirmary and training complex institute with a history of a sudden loss of vision in the left eye for 20 days. On eye examination, the patient had reduced visual acuity on the left eye (6/60), and the left pupil showed a relative afferent pupillary defect and swollen left optic disc. No other abnormalities were found in a routine blood test and magnetic resonance imaging of the brain. Intravenous corticosteroid was administered for 3 days followed by oral corticosteroid. His vision was gradually improving within a month and became 6/9 in the left eye, but after a month, the patient returned with the blurring of vision in the same eye for 3 days. An extensive serum biochemical and serological test and cerebrospinal fluid (CSF) analysis was done including syphilis serology and human immunodeficiency virus (HIV) serology. Venereal disease research laboratory (VDRL) test and Treponema pallidum hemagglutination assay (TPHA) were found positive with high titer (1:1280) and rapid plasma reagin (RPR) titer of 1:64 in blood. The CSF analysis showed leukocytosis, and VDRL and TPHA were also found positive with high RPR titer. The HIV serology test was negative. The patient was treated with injectable ceftriaxone 2 g intravenously for 14 days and also injectable corticosteroid. His vision was improved within this period. Unilateral optic neuritis due to syphilis without other ocular features is uncommon but should be considered if a patient presents with visual loss and optic disc swelling. Early diagnosis based on clinical suspicion and prompt management is important to prevent visual impairment and subsequent neurological complications."
"Pediatric Rhegmatogenous Retinal Detachments: Etiologies, Clinical Course, and Surgical Outcomes.",Journal of vitreoretinal diseases,2023 Mar-Apr,37006670,"Purpose: To describe the predisposing factors, clinical course, and surgical methods of pediatric rhegmatogenous retinal detachment (RRD) and determine which factors affect anatomic success. Methods: Data of patients 18 years or younger who had surgical repair for RRD from January 1, 2004, to June 31, 2020, with a minimum of 6 months of follow-up were retrospectively analyzed. Results: The study evaluated 101 eyes of 94 patients. Of the eyes, 90% had at least 1 predisposing factor to pediatric RRD, including trauma (46%), myopia (41%), prior intraocular surgery (26%), and congenital anomaly (23%); 81% had macula-off detachments and 34% had proliferative vitreoretinopathy (PVR) grade C or worse at presentation. The presence of PVR grade C or worse (P = .0002), total RRD (P = .014), and vitrectomy alone at first surgery (P = .0093) were associated with worse outcomes. Patients who had scleral buckle (SB) alone at the first surgery had statistically higher rates of anatomic success than those who had vitrectomy alone or combined with SB (P = .0002). After the final surgery, 74% of patients achieved anatomic success. Discussion: The majority of cases in this study were associated with 1 of the 4 risk factors predisposing to pediatric RRD. These patients often present late with macula-off detachments and PVR grade C or worse. The majority of patients achieved anatomic success after surgical repair using SB, vitrectomy, or a combination."
Intravitreal Rituximab-Associated Retinal Occlusive Vasculitis.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006669,"PURPOSE: To describe a 90-year-old patient who was referred to a private retina specialist with gradually worsening vision and floaters in the left eye. METHODS: A retrospective case report is presented. RESULTS: The patient was treated with intravitreal rituximab injections for intraocular lymphoma with resulting vision loss to the level of hand motions from severe granulomatous uveitis and retinal occlusive vasculitis. CONCLUSIONS: Retinal occlusive vasculopathy secondary to rituximab intravitreal injections is a rare clinical entity with only a single previous case reported in the literature. However, there are reports of systemic vasculitis after systemic administration of rituximab. Clinicians should be aware of the possibility of ocular hypertension, granulomatous anterior uveitis, and/or retinal occlusive vasculitis after intravitreal rituximab use. Consideration should be given to the inflammatory risk of rituximab intravitreal injections to reduce the potential for treatment-induced vision loss."
Retinal Vasculopathy With Cerebral Leukoencephalopathy and Systemic Manifestations: Critical Role of Retina Specialists.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006667,"PURPOSE: To describe a case of retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations (RVCL-S) to enhance early recognition of this often-missed diagnosis. METHODS: A case report is presented. RESULTS: A 50-year-old woman with a history of Raynaud phenomenon, memory difficulties, and a family history of strokes was referred for evaluation of a bilateral, small-vessel, occlusive disease refractory to immunosuppressive therapy. An extensive workup for treatable causes was unrevealing. Fifteen months after presentation, brain imaging showed white-matter lesions and dystrophic calcification, which led to the discovery of a pathogenic variant in TREX1 and the diagnosis of RVCL-S. CONCLUSIONS: Retina specialists play a critical role in the timely diagnosis of RVCL-S. Although the findings in this condition can mimic those in other common retinal vascular disorders, there are key characteristics that increase the suspicion for RVCL-S. Early recognition might decrease unnecessary therapies and procedures."
Telangiectatic Capillaries in Retinal Vascular Occlusions: Multimodal Imaging in a Case Series.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006666,"Introduction: To report a cases series of retinal vascular occlusions with telangiectatic capillaries (TelCaps) seen on indocyanine green angiography (ICGA) and multimodal imaging. Methods: In this case series, a new finding (TelCaps) was seen on clinical examination, fundus evaluation, fluorescein angiography, ICGA, and optical coherence tomography (OCT). Results: This series comprised 3 patients with TelCaps findings on ICGA after retinal vascular occlusions. The patients' ages ranged from 52 years to 71 years and the best-corrected visual acuity in the affected eye, from 20/25 to 20/80. Fundus evaluation showed small, hard exudates in the vascular termination close to the macula with a reduction of the foveal reflex. The OCT images showed marginal hyperreflectivity and inner hyporeflectivity that were suggestive of a TelCaps lesion, which was confirmed by hyperfluorescence in the late phase of ICGA. Conclusions: This study highlights the importance of performing multimodal imaging evaluation, including ICGA, in eyes with retinal vein occlusions for early identification and management of the associated lesions."
Intraocular Methotrexate for the Treatment and Prevention of Proliferative Vitreoretinopathy: A Review.,Journal of vitreoretinal diseases,2023 Mar-Apr,37006665,"PURPOSE: To review the current literature on the use of intravitreal methotrexate (IVT MTX) for the treatment and prevention of proliferative vitreoretinopathy (PVR). METHODS: All reports of IVT MTX to treat and prevent PVR published in PubMed, Google Scholar, and EBSCOhost were reviewed. The relevant current studies are included in this report. RESULTS: The literature search yielded 32 articles describing the use of MTX in PVR. These included preclinical studies, 1 case report, and several case series. Early studies found that IVT MTX is a promising medication for the treatment and prevention of PVR. MTX works as a potent anti-inflammatory agent through a new mechanism of action different from that of other medications for use in PVR. Few side effects have been reported and were mostly limited to mild reversible corneal keratopathy. There are 2 current ongoing randomized controlled clinical trials to further evaluate the efficacy of MTX for PVR. CONCLUSIONS: MTX is a safe and potentially efficacious medication for the treatment and prevention of PVR. Additional clinical trials are needed to further establish this effect."
Sensory impairments and subjective well-being status in middle-aged and older Chinese population: Cross-sectional and longitudinal analyses of a nationally representative survey.,Frontiers in public health,2023,37006552,"PURPOSE: To investigate the impacts of sensory impairments (SIs) including single vision impairment (SVI), single hearing impairment (SHI) and dual sensory impairment (DSI) on subjective wellbeing measurements including life expectancy (LE), life satisfaction (LS) and self-rated health (SRH) in middle-aged and older Chinese population. METHODS: We obtained data from the China Health and Retirement Longitudinal Survey (CHARLS). In total, 9,293 Chinese middle-aged and older adults aging over 45 were included at baseline 2011 in this study, and 3,932 participants who accomplished all 4 interviews from 2011 to 2018 were adapted for longitudinal analyses. Sensory status and subjective wellbeing measurements were collected. Other covariates included socio-demographic characteristics, medical condition and lifestyle-related factors. The impacts of baseline sensory status on LE, LS and SRH were assessed using univariate and multivariate logistic regression analyses. A linear regression analysis with generalized estimating equations (GEE) was used to assess the association between time-varying sensory statuses with LE, LS and SRH over 8 years after being adjusted with multi-confounding factors. RESULTS: Participants with SIs had significantly lower level of LE, LS, and SRH, compared to those who were free of SI. All kinds of SIs were significantly associated with LE, LS, and SRH according to cross-sectional data. The correlations between SIs and LE or SRH over 8 years were also noticed. However, only SHI and DSI were found to be significantly associated with LS according to longitudinal data (all p values < 0.05). CONCLUSION: Sensory impairments had explicitly detrimental effects on subjective wellbeing status over time among middle-aged and older Chinese population."
"Widespread genomic influences on phenotype in Dravet syndrome, a 'monogenic' condition.",Brain : a journal of neurology,2023 Apr 3,37006128,"Dravet syndrome is an archetypal rare severe epilepsy, considered ""monogenic"", typically caused by loss-of-function SCN1A variants. Despite a recognisable core phenotype, its marked phenotypic heterogeneity is incompletely explained by differences in the causal SCN1A variant or clinical factors. In 34 adults with SCN1A-related Dravet syndrome, we show additional genomic variation beyond SCN1A contributes to phenotype and its diversity, with an excess of rare variants in epilepsy-related genes as a set and examples of blended phenotypes, including one individual with an ultra-rare DEPDC5 variant and focal cortical dysplasia. Polygenic risk scores for intelligence are lower, and for longevity, higher, in Dravet syndrome than in epilepsy controls. The causal, major-effect, SCN1A variant may need to act against a broadly compromised genomic background to generate the full Dravet syndrome phenotype, whilst genomic resilience may help to ameliorate the risk of premature mortality in adult Dravet syndrome survivors."
Facial expression of patients with Graves' orbitopathy.,Journal of endocrinological investigation,2023 Apr 1,37005981,"PURPOSE: Patients with Graves' orbitopathy (GO) have characteristic facial expressions that are different from those of healthy individuals due to the combination of somatic and psychiatric symptoms. However, the facial expressions of GO patients have not yet been described and analyzed systematically. Thus, the present study aimed to present the facial expressions of GO patients and explore their applications in clinical practice. METHODS: Facial image and clinical data of 943 GO patients were included, and 126 patients answered quality of life (GO-QOL) questionnaires. Each patient was labeled for one facial expression. Then, a portrait was drawn for every facial expression. Logistic and linear regression was performed to analyze the correlation between facial expression and clinical indicators, including QOL, disease activity and severity. The VGG-19 network model was utilized to discriminate facial expressions automatically. RESULTS: Two groups, i.e., the non-negative emotion (neutral, happy) and the negative emotion (disgust, angry, fear, sadness, surprise), and seven expressions of GO patients were systematically analyzed. Facial expression was statistically associated with GO activity (P = 0.002), severity (P < 0.001), QOL visual functioning subscale scores (P = 0.001), and QOL appearance subscale score (P = 0.012). The deep learning model achieved satisfactory results (accuracy 0.851, sensitivity 0.899, precision 0.899, specificity 0.720, F1 score 0.899, and AUC 0.847). CONCLUSIONS: As a novel clinical sign, facial expression holds the potential to be incorporated into GO assessment system in the future. The discrimination model may assist clinicians in real-life patient care."
